name;vendor;category;functionality;expiration;service_name;service_url
gadwp_wg_default_view;Google Analytics Dashboard for WP;Statistics (anonymous);tostore and count pageviews.;1 year;Google Analytics Dashboard for WP;https://cookiedatabase.org/service/google-analytics-dashboard-for-wp/
__gads;Google DoubleClick;Marketing;toprovide ad delivery or retargeting.;13 months;Google DoubleClick;https://cookiedatabase.org/service/google-doubleclick/
__ar_v4;Google DoubleClick;Marketing;tostore and track conversions.;persistent;Google DoubleClick;https://cookiedatabase.org/service/google-doubleclick/
IDE;Google DoubleClick;Marketing;toprovide ad delivery or retargeting.;2 years;Google DoubleClick;https://cookiedatabase.org/service/google-doubleclick/
___gads;Google DoubleClick;Marketing;toprovide ad delivery or retargeting.;13 months;Google DoubleClick;https://cookiedatabase.org/service/google-doubleclick/
ar_v4;Google DoubleClick;Marketing;tostore and track conversions.;persistent;Google DoubleClick;https://cookiedatabase.org/service/google-doubleclick/
DSID;Google DoubleClick;Marketing;tostore user preferences.;2 weeks;Google DoubleClick;https://cookiedatabase.org/service/google-doubleclick/
Google Fonts API;Google Fonts;Marketing;toread user IP address.;expires immediately;Google Fonts;https://cookiedatabase.org/service/google-fonts/
idIDE;Google DoubleClick;Marketing;toprovide ad delivery or retargeting.;2 years;Google DoubleClick;https://cookiedatabase.org/service/google-doubleclick/
SIDCC;Google Maps;Functional;toprovide the identification of trusted web traffic.;1 year;Google Maps;https://cookiedatabase.org/service/google-maps/
Google Maps API;Google Maps;Marketing;toread user IP address.;expires immediately;Google Maps;https://cookiedatabase.org/service/google-maps/
_gaexp_rc;Google Optimize;Marketing;with unknown functionality;1 day;Google Optimize;https://cookiedatabase.org/service/google-optimize/
gmw-settings-tabs;Google Maps Widget;Functional;with unknown functionality;at least one session;Google Maps Widget;https://cookiedatabase.org/service/google-maps-widget/
_grecaptcha;Google reCAPTCHA;Functional;toprovide spam protection.;6 months;Google reCAPTCHA;https://cookiedatabase.org/service/google-recaptcha/
rc::c;Google reCAPTCHA;Marketing;toread and filter requests from bots.;session;Google reCAPTCHA;https://cookiedatabase.org/service/google-recaptcha/
rc::b;Google reCAPTCHA;Marketing;toread and filter requests from bots.;session;Google reCAPTCHA;https://cookiedatabase.org/service/google-recaptcha/
rc::a;Google reCAPTCHA;Marketing;toread and filter requests from bots.;persistent;Google reCAPTCHA;https://cookiedatabase.org/service/google-recaptcha/
googlesitekit_*;Google Site Kit;Functional;toprovide admin functions.;various;Google Site Kit;https://cookiedatabase.org/service/google-site-kit/
googlesitekit_legacy_*;Google Site Kit;Functional;toprovide admin functions.;various;Google Site Kit;https://cookiedatabase.org/service/google-site-kit/
googlesitekit::total-notifications;Google Site Kit;Functional;toprovide admin functions.;various;Google Site Kit;https://cookiedatabase.org/service/google-site-kit/
gglstmp_hide_banner_on_plugin_page;Google Site Kit;Unknown;with unknown functionality;1 year;Google Site Kit;https://cookiedatabase.org/service/google-site-kit/
googlesitekit_modules:*;Google Site Kit;Functional;toprovide admin functions.;various;Google Site Kit;https://cookiedatabase.org/service/google-site-kit/
googtransopt;Google Translate;Functional;tostore user preferences.;session;Google Translate;https://cookiedatabase.org/service/google-translate/
gt_auto_switch;Google Translate;Functional;toprovide functions across pages.;10 years;Google Translate;https://cookiedatabase.org/service/google-translate/
googtrans;Google Translate;Functional;tostore language settings.;session;Google Translate;https://cookiedatabase.org/service/google-translate/
__TAG_ASSISTANT;Google Tag Manager for Wordpress;Functional;toprovide admin functions.;at least one session;Google Tag Manager for Wordpress;https://cookiedatabase.org/service/google-tag-manager-for-wordpress/
gtm4wp_orderid_cookie_expire;Google Tag Manager for Wordpress;Functional;with unknown functionality;at least one session;Google Tag Manager for Wordpress;https://cookiedatabase.org/service/google-tag-manager-for-wordpress/
gtag_ga_R5PDW0TTSP;Altervista,Google various services;Statistics;tostore a unique user ID.;2 years;Google various services;https://cookiedatabase.org/service/google-various-services/
gtag_ga;Altervista,Google various services;Statistics;tostore anonymized statistics.;2 years;Google various services;https://cookiedatabase.org/service/google-various-services/
gtm4wp_last_weatherstatus;Google Tag Manager for Wordpress;Functional;toprovide functions across pages.;session;Google Tag Manager for Wordpress;https://cookiedatabase.org/service/google-tag-manager-for-wordpress/
gtm4wp_orderid_tracked;Google Tag Manager for Wordpress;Statistics;toStore and track interaction.;1 year;Google Tag Manager for Wordpress;https://cookiedatabase.org/service/google-tag-manager-for-wordpress/
et-global-campaign;Goya;Preferences;tostore if a message has been dismissed.;1 day;Goya;https://cookiedatabase.org/service/goya/
gs_u_GSN-*;GoSquared Analytics;Marketing;toStore and track interaction.;2 years;GoSquared Analytics;https://cookiedatabase.org/service/gosquared-analytics/
google_auto_fc_cmp_setting;Google various services;Functional;tostore cookie consent preferences.;persistent;Google various services;https://cookiedatabase.org/service/google-various-services/
__gpi;Google various services;Marketing;with unknown functionality;at least one session;Google various services;https://cookiedatabase.org/service/google-various-services/
HW_seenItems*;Headway Widget;Functional;with unknown functionality;at least one session;Headway Widget;https://cookiedatabase.org/service/headway-widget/
goya_popup;Goya;Preferences;tostore if a message has been dismissed.;1 month;Goya;https://cookiedatabase.org/service/goya/
SERVERID*;HAProxy;Functional;toprovide load balancing functionality.;session;HAProxy;https://cookiedatabase.org/service/haproxy/
HW_readItems*;Headway Widget;Functional;with unknown functionality;at least one session;Headway Widget;https://cookiedatabase.org/service/headway-widget/
_hp2_ses_props*;Heap Analytics;Statistics;tostore performed actions on the website.;30 minutes;Heap Analytics;https://cookiedatabase.org/service/heap-analytics/
happyforms_logger;HappyForms;Unknown;with unknown functionality;session;HappyForms;https://cookiedatabase.org/service/happyforms/
_hp2_props.*;Heap Analytics;Statistics;toStore and track interaction.;14 months;Heap Analytics;https://cookiedatabase.org/service/heap-analytics/
_hp2_props_*;Heap Analytics;Statistics;toStore and track interaction.;14 months;Heap Analytics;https://cookiedatabase.org/service/heap-analytics/
_hp2_id_*;Heap Analytics;Statistics;tostore a unique user ID,Store and track interaction.;14 months;Heap Analytics;https://cookiedatabase.org/service/heap-analytics/
_hp2_ses;Heap Analytics;Statistics;tostore performed actions on the website.;30 minutes , session;Heap Analytics;https://cookiedatabase.org/service/heap-analytics/
_hp2_id.*;Heap Analytics;Statistics;toStore and track interaction.;14 months;Heap Analytics;https://cookiedatabase.org/service/heap-analytics/
*_hp2;Heap Analytics;Statistics;toStore and track interaction.;14 months;Heap Analytics;https://cookiedatabase.org/service/heap-analytics/
helpcrunch.com-*-visit-start-time;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-received-triggers-count;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-chat-window-state;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-device-source;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-last-message;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-page-views;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-triggers-list;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-device-referrer;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-visit-end-time;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
helpcrunch.com-*-visits-count;HelpCrunch;Unknown;with unknown functionality;persistent;HelpCrunch;https://cookiedatabase.org/service/helpcrunch/
persist:hs-beacon-message-*;Help Scout;Functional;tostore if a message has been shown.;persistent;Help Scout;https://cookiedatabase.org/service/help-scout/
HS:Beacon:Suggestions:*;Help Scout;Unknown;with unknown functionality;at least one session;Help Scout;https://cookiedatabase.org/service/help-scout/
HS:Beacon:Suggestions:id:*;Help Scout;Functional;with unknown functionality;at least one session;Help Scout;https://cookiedatabase.org/service/help-scout/
persist:hs-beacon-*;Help Scout;Functional;tostore if a message has been shown.;persistent;Help Scout;https://cookiedatabase.org/service/help-scout/
HstCnv*;Histats;Unknown;with unknown functionality;at least one session;Histats;https://cookiedatabase.org/service/histats/
HstCns*;Histats;Unknown;with unknown functionality;at least one session;Histats;https://cookiedatabase.org/service/histats/
HstCfa*;Histats;Unknown;with unknown functionality;at least one session;Histats;https://cookiedatabase.org/service/histats/
HstCla*;Histats;Unknown;with unknown functionality;at least one session;Histats;https://cookiedatabase.org/service/histats/
HstCmu*;Histats;Unknown;with unknown functionality;at least one session;Histats;https://cookiedatabase.org/service/histats/
HstPn*;Histats;Unknown;with unknown functionality;at least one session;Histats;https://cookiedatabase.org/service/histats/
HstPt*;Histats;Unknown;with unknown functionality;at least one session;Histats;https://cookiedatabase.org/service/histats/
hide_my_site-access*;Hide My Site;Unknown;with unknown functionality;at least one session;Hide My Site;https://cookiedatabase.org/service/hide-my-site/
leadin_third_party_cookies;HubSpot;Unknown;with unknown functionality;at least one session;HubSpot;https://cookiedatabase.org/service/hubspot/
__hs_cookie_cat_pref;HubSpot;Functional;tostore cookie consent preferences.;6 months;HubSpot;https://cookiedatabase.org/service/hubspot/
hubspotutk;HubSpot;Marketing;tostore and track a visitor's identity.;13 months;HubSpot;https://cookiedatabase.org/service/hubspot/
__hs_initial_opt_in;HubSpot;Functional;tostore 'do not track' signals.;1 week;HubSpot;https://cookiedatabase.org/service/hubspot/
hsfirstvisit;HubSpot;Marketing;tostore time of visit.;at least one session;HubSpot;https://cookiedatabase.org/service/hubspot/
__hssrc;HubSpot;Statistics;tostore a unique session ID.;session;HubSpot;https://cookiedatabase.org/service/hubspot/
messagesUtk;HubSpot;Preferences;tostore browser details,store performed actions on the website.;13 months;HubSpot;https://cookiedatabase.org/service/hubspot/
__hssc;HubSpot;Functional;tostore anonymized statistics.;30 minutes;HubSpot;https://cookiedatabase.org/service/hubspot/
__hstc;HubSpot;Marketing;tostore time of visit.;13 months;HubSpot;https://cookiedatabase.org/service/hubspot/
__hsmem;HubSpot;Preferences;toStore logged in users.;1 week;HubSpot;https://cookiedatabase.org/service/hubspot/
_hjUserAttributes;Hotjar;Statistics;tostore and track a visitor's identity.;persistent;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjUserAttributesHash;Hotjar;Preferences;toProvide the prevention of cached pages.;1 minute;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjHasCachedUserAttributes;Hotjar;Preferences;toProvide the prevention of cached pages.;session;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjSession_*;Hotjar;Functional;toprovide functions across pages.;session;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjSessionUser_*;Hotjar;Statistics;tostore a unique user ID.;1 year;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjSessionTooLarge;Hotjar;Functional;toread if cookies can be placed.;session;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjFirstSeen;Hotjar;Statistics;tostore first visit to the site.;30 minutes;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjIncludedInSessionSample_*;Hotjar;Statistics;with unknown functionality;30 minutes;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjIncludedInPageviewSample;Hotjar;Statistics;tostore and count pageviews.;1 minute;Hotjar;https://cookiedatabase.org/service/hotjar/
_hjTLDTest;Hotjar;Functional;with unknown functionality;session;Hotjar;https://cookiedatabase.org/service/hotjar/
eupubconsent-v2;IAB Transparency and Consent Framework;Marketing;tostore information for remarketing purposes.;1 year;IAB Transparency and Consent Framework;https://cookiedatabase.org/service/iab-tcf/
